ShipmentID,OrderDate,Warehouse,Carrier,ProductCategory,Units,ShippingCost,DistanceMiles,PromisedDays,ActualDays,LateFlag
SH800328,2025-09-22,Atlanta,FastShip,Office,87,27.98,2904,2,5,True
SH800329,2025-03-27,LA,RoadRunner,Electronics,229,821.79,2486,10,9,False
SH800330,2025-03-01,LA,FastShip,Health,268,588.51,44,7,7,False
SH800331,2025-03-02,New Jersey,BlueFreight,Office,157,1046.36,70,2,6,True
SH800332,2025-05-10,Dallas,FastShip,Apparel,46,55.72,1435,10,9,False
SH800333,2025-06-23,Chicago,NorthStar,Health,405,935.15,2306,5,4,False
SH800334,2025-11-10,Dallas,FastShip,Apparel,322,917.03,171,5,5,False
SH800335,2025-03-02,Dallas,NorthStar,Health,79,745.88,575,7,6,False
SH800336,2025-06-30,Atlanta,BlueFreight,Home,458,409.14,2161,5,7,True
SH800337,2025-07-15,Dallas,FastShip,Home,179,1325.36,2353,3,2,False
SH800338,2025-04-05,Chicago,BlueFreight,Office,344,213.53,2466,2,3,True
SH800339,2025-03-17,Atlanta,NorthStar,Apparel,102,398.92,2718,10,13,True
SH800340,2025-07-21,Dallas,NorthStar,Office,454,333.77,364,10,10,False
SH800341,2025-01-07,Atlanta,RoadRunner,Home,212,1268.47,1317,7,7,False
SH800342,2025-06-07,Atlanta,BlueFreight,Health,57,454.87,1826,10,11,True
SH800343,2025-11-18,New Jersey,NorthStar,Office,249,1227.79,1804,10,14,True
SH800344,2025-12-23,LA,RoadRunner,Home,110,30.47,2059,10,14,True
SH800345,2025-12-26,New Jersey,NorthStar,Office,101,376.72,1919,2,2,False
SH800346,2025-03-08,LA,NorthStar,Health,215,1098.7,565,10,13,True
SH800347,2025-10-16,Atlanta,RoadRunner,Health,183,1125.0,996,10,14,True
SH800348,2025-07-09,Chicago,BlueFreight,Home,265,329.83,1429,3,3,False
SH800349,2025-01-31,LA,RoadRunner,Apparel,260,803.32,1232,5,6,True
SH800350,2025-07-08,Chicago,BlueFreight,Home,262,459.96,1758,3,4,True
SH800351,2025-10-09,LA,BlueFreight,Home,6,355.01,1756,2,2,False
SH800352,2025-07-12,Atlanta,NorthStar,Office,154,183.65,1747,2,3,True
SH800353,2025-06-22,Atlanta,FastShip,Electronics,286,956.59,1426,10,11,True
SH800354,2025-10-17,Chicago,BlueFreight,Electronics,300,482.1,2661,5,6,True
SH800355,2025-08-06,LA,FastShip,Home,344,157.83,1628,7,10,True
SH800356,2025-08-24,LA,RoadRunner,Home,451,678.44,2956,7,11,True
SH800357,2025-02-01,LA,NorthStar,Electronics,421,601.44,2176,2,4,True
SH800358,2025-09-05,Dallas,RoadRunner,Electronics,334,1471.84,637,5,4,False
SH800359,2025-05-27,Chicago,NorthStar,Home,397,302.45,2486,7,7,False
SH800360,2025-01-03,Chicago,RoadRunner,Office,326,681.95,1844,10,10,False
SH800361,2025-10-27,Dallas,NorthStar,Home,148,1417.17,1571,3,2,False
SH800362,2025-03-02,LA,NorthStar,Office,12,649.77,2090,10,13,True
SH800363,2025-07-21,New Jersey,RoadRunner,Apparel,100,1472.96,1496,10,11,True
SH800364,2025-09-29,Atlanta,RoadRunner,Home,55,316.23,1309,5,6,True
SH800365,2025-06-12,Atlanta,NorthStar,Apparel,44,630.91,2052,3,6,True
SH800366,2025-06-11,Dallas,FastShip,Electronics,238,945.49,2079,3,7,True
SH800367,2025-02-27,New Jersey,NorthStar,Apparel,250,568.85,297,7,7,False
SH800368,2025-10-14,Chicago,RoadRunner,Health,203,1189.52,2195,5,6,True
SH800369,2025-03-29,Dallas,NorthStar,Office,96,1431.7,1678,5,8,True
SH800370,2025-03-03,Dallas,RoadRunner,Health,140,319.14,1375,2,6,True
SH800371,2025-08-09,New Jersey,RoadRunner,Electronics,181,1322.28,833,5,5,False
SH800372,2025-06-13,Atlanta,FastShip,Health,331,623.19,1306,3,4,True
SH800373,2025-12-12,LA,RoadRunner,Electronics,345,1382.03,1206,2,4,True
SH800374,2025-11-27,Dallas,BlueFreight,Office,242,1453.57,1635,7,10,True
SH800375,2025-10-02,Chicago,RoadRunner,Home,452,1166.99,377,2,5,True
SH800376,2025-03-23,Atlanta,RoadRunner,Health,487,617.33,325,2,2,False
SH800377,2025-03-14,Dallas,BlueFreight,Electronics,397,1170.44,2964,7,9,True
SH800378,2025-12-16,Atlanta,NorthStar,Office,12,638.59,1913,5,9,True
SH800379,2025-12-20,LA,FastShip,Apparel,118,1340.69,1236,2,3,True
SH800380,2025-01-20,LA,FastShip,Office,371,1261.72,62,2,4,True
SH800381,2025-04-21,LA,RoadRunner,Home,487,1255.71,2376,5,6,True
SH800382,2025-11-21,New Jersey,BlueFreight,Electronics,316,567.26,412,10,14,True
SH800383,2025-04-10,LA,FastShip,Electronics,315,1221.71,1057,7,9,True
SH800384,2025-12-16,Atlanta,BlueFreight,Office,484,1291.81,2743,10,12,True
SH800385,2025-04-06,Dallas,BlueFreight,Apparel,86,49.62,186,3,6,True
SH800386,2025-03-05,Atlanta,NorthStar,Health,377,967.92,2487,2,5,True
SH800387,2025-02-07,New Jersey,BlueFreight,Office,21,235.38,172,3,2,False
SH800388,2025-07-24,Dallas,BlueFreight,Office,184,539.86,1265,3,2,False
SH800389,2025-04-29,LA,NorthStar,Office,150,1218.1,865,7,8,True
SH800390,2025-07-29,Atlanta,FastShip,Health,302,533.87,1446,2,3,True
SH800391,2025-07-11,New Jersey,FastShip,Apparel,385,706.95,2031,3,7,True
SH800392,2025-09-18,Dallas,RoadRunner,Apparel,370,1147.4,2393,5,7,True
SH800393,2025-10-15,Dallas,NorthStar,Apparel,294,615.51,965,3,7,True
SH800394,2025-05-19,Atlanta,FastShip,Office,185,550.54,1942,3,4,True
SH800395,2025-10-21,Dallas,RoadRunner,Electronics,290,1312.57,2117,10,9,False
SH800396,2025-11-14,LA,NorthStar,Health,48,707.32,2217,5,7,True
SH800397,2025-01-30,Chicago,RoadRunner,Health,371,1281.3,757,10,13,True
SH800398,2025-03-13,Dallas,BlueFreight,Office,286,50.14,2350,5,4,False
SH800399,2025-11-09,LA,FastShip,Home,269,577.3,2334,3,7,True
SH800400,2025-07-02,Atlanta,NorthStar,Office,460,1118.6,918,2,6,True
SH800401,2025-10-28,Atlanta,NorthStar,Electronics,234,832.79,1800,3,2,False
SH800402,2025-09-07,New Jersey,FastShip,Health,290,641.74,2112,2,4,True
SH800403,2025-04-06,LA,NorthStar,Office,126,801.61,1929,10,9,False
SH800404,2025-11-16,Dallas,BlueFreight,Office,245,437.67,1171,10,13,True
SH800405,2025-01-23,Dallas,RoadRunner,Office,43,1044.45,909,2,4,True
SH800406,2025-11-15,Dallas,BlueFreight,Home,175,1493.33,1648,5,9,True
SH800407,2025-04-21,Atlanta,FastShip,Electronics,78,528.44,658,3,6,True
SH800408,2025-04-02,New Jersey,NorthStar,Health,167,520.25,1970,3,7,True
SH800409,2025-09-15,Atlanta,BlueFreight,Home,337,1375.59,2626,3,5,True
SH800410,2025-04-22,Atlanta,BlueFreight,Apparel,408,1284.82,2547,3,7,True
SH800411,2025-03-03,Atlanta,RoadRunner,Home,348,421.8,1633,3,6,True
SH800412,2025-10-06,Atlanta,RoadRunner,Electronics,453,558.92,479,2,3,True
SH800413,2025-01-30,Atlanta,NorthStar,Apparel,297,167.79,2200,2,3,True
SH800414,2025-12-19,Chicago,NorthStar,Home,44,1254.89,2936,10,12,True
SH800415,2025-12-10,New Jersey,RoadRunner,Office,278,881.34,2648,3,6,True
SH800416,2025-02-22,New Jersey,FastShip,Office,186,770.85,1686,7,8,True
SH800417,2025-01-04,LA,BlueFreight,Health,183,1209.5,1788,7,6,False
SH800418,2025-05-19,Dallas,BlueFreight,Office,297,1392.53,1058,2,4,True
SH800419,2025-02-15,LA,FastShip,Health,174,1318.08,1042,5,7,True
SH800420,2025-11-18,LA,BlueFreight,Apparel,221,412.07,2363,5,5,False
SH800421,2025-12-19,Dallas,FastShip,Office,306,1182.44,761,5,6,True
SH800422,2025-08-24,Chicago,NorthStar,Office,475,1081.34,2265,2,5,True
SH800423,2025-02-28,LA,RoadRunner,Apparel,251,1268.84,2627,2,1,False
SH800424,2025-07-29,Atlanta,BlueFreight,Health,225,340.81,360,7,10,True
SH800425,2025-07-20,Atlanta,BlueFreight,Health,278,1224.37,2527,10,12,True
SH800426,2025-06-01,Dallas,BlueFreight,Health,155,1037.35,1611,10,14,True
SH800427,2025-11-05,Chicago,RoadRunner,Apparel,174,996.29,506,7,7,False
SH800428,2025-12-03,New Jersey,RoadRunner,Electronics,485,1208.0,2793,2,2,False
SH800429,2025-08-04,LA,NorthStar,Office,12,887.92,2360,10,11,True
SH800430,2025-09-30,LA,RoadRunner,Health,454,434.03,2573,2,1,False
SH800431,2025-09-08,Atlanta,NorthStar,Electronics,350,127.06,2167,3,5,True
SH800432,2025-04-19,Atlanta,FastShip,Office,360,1492.75,1415,2,5,True
SH800433,2025-08-05,New Jersey,NorthStar,Electronics,26,94.25,2579,2,1,False
SH800434,2025-09-10,LA,FastShip,Apparel,402,1007.26,557,3,5,True
SH800435,2025-08-01,Chicago,BlueFreight,Office,53,174.69,869,10,14,True
SH800436,2025-06-25,Atlanta,BlueFreight,Electronics,3,402.67,883,5,4,False
SH800437,2025-06-20,LA,NorthStar,Health,200,125.33,264,10,9,False
SH800438,2025-10-17,Dallas,BlueFreight,Health,303,811.79,2555,7,7,False
SH800439,2025-06-26,Chicago,RoadRunner,Health,67,1466.22,2618,5,4,False
SH800440,2025-09-13,New Jersey,BlueFreight,Office,340,418.72,2597,2,6,True
SH800441,2025-01-11,Atlanta,NorthStar,Office,251,1098.21,985,2,6,True
SH800442,2025-03-31,Atlanta,BlueFreight,Apparel,338,682.95,1729,7,6,False
SH800443,2025-03-12,Chicago,RoadRunner,Health,437,964.95,897,5,7,True
SH800444,2025-10-15,Atlanta,BlueFreight,Home,314,513.98,2128,2,6,True
SH800445,2025-09-05,Dallas,NorthStar,Electronics,277,379.09,192,3,3,False
SH800446,2025-06-14,New Jersey,RoadRunner,Electronics,141,782.78,2615,3,6,True
SH800447,2025-06-01,LA,NorthStar,Health,163,715.58,2339,10,10,False
SH800448,2025-09-06,Atlanta,NorthStar,Home,461,880.94,353,3,2,False
SH800449,2025-11-22,Chicago,BlueFreight,Home,269,356.47,2811,2,5,True
SH800450,2025-01-26,Atlanta,BlueFreight,Apparel,283,666.78,2308,7,6,False
SH800451,2025-10-11,New Jersey,FastShip,Office,68,394.37,275,3,7,True
SH800452,2025-12-23,Atlanta,NorthStar,Home,92,22.14,1753,10,11,True
SH800453,2025-02-10,Chicago,NorthStar,Office,416,250.52,2925,10,10,False
SH800454,2025-02-19,LA,NorthStar,Apparel,201,559.55,801,5,4,False
SH800455,2025-09-14,LA,BlueFreight,Home,259,1162.79,2430,10,14,True
SH800456,2025-09-16,New Jersey,FastShip,Home,322,1362.64,2938,10,11,True
SH800457,2025-01-26,LA,RoadRunner,Office,115,626.72,627,2,5,True
SH800458,2025-11-13,Dallas,FastShip,Apparel,119,542.57,2491,3,7,True
SH800459,2025-02-16,Atlanta,RoadRunner,Home,360,689.82,2997,3,6,True
SH800460,2025-11-10,Dallas,FastShip,Health,157,390.9,1181,2,6,True
SH800461,2025-11-08,LA,NorthStar,Apparel,131,472.67,310,2,6,True
SH800462,2025-12-01,Dallas,FastShip,Office,482,795.2,556,5,5,False
SH800463,2025-10-18,Atlanta,FastShip,Apparel,150,459.75,820,3,5,True
SH800464,2025-07-16,Dallas,NorthStar,Home,358,49.12,2350,3,3,False
SH800465,2025-02-25,LA,RoadRunner,Office,65,190.53,2673,2,6,True
SH800466,2025-10-22,Atlanta,BlueFreight,Apparel,309,888.18,2346,3,6,True
SH800467,2025-10-31,New Jersey,RoadRunner,Health,124,158.47,1228,5,7,True
SH800468,2025-12-22,Chicago,BlueFreight,Health,341,1176.65,1271,7,8,True
SH800469,2025-10-02,LA,RoadRunner,Office,329,51.53,1267,3,4,True
SH800470,2025-07-22,Atlanta,RoadRunner,Electronics,307,23.21,587,2,5,True
SH800471,2025-01-17,New Jersey,NorthStar,Office,474,567.61,315,5,9,True
SH800472,2025-06-23,Dallas,NorthStar,Electronics,235,852.81,566,5,8,True
SH800473,2025-11-13,Atlanta,RoadRunner,Office,209,527.66,257,3,3,False
SH800474,2025-01-24,Chicago,NorthStar,Health,493,165.57,2626,5,4,False
SH800475,2025-07-12,Dallas,RoadRunner,Health,288,1190.55,942,2,2,False
SH800476,2025-09-18,Chicago,BlueFreight,Health,481,1317.6,936,5,5,False
SH800477,2025-01-18,Dallas,FastShip,Home,163,662.53,1004,5,8,True
SH800478,2025-06-16,Dallas,BlueFreight,Apparel,150,543.08,1038,7,6,False
SH800479,2025-08-21,Dallas,RoadRunner,Apparel,298,878.54,2332,2,5,True
SH800480,2025-07-26,LA,FastShip,Apparel,459,1157.04,1746,10,9,False
SH800481,2025-06-11,Dallas,BlueFreight,Health,260,1262.59,1344,2,5,True
SH800482,2025-01-06,Atlanta,RoadRunner,Electronics,96,357.14,296,10,11,True
SH800483,2025-12-29,Chicago,NorthStar,Electronics,158,9.69,2741,10,14,True
SH800484,2025-10-17,Dallas,BlueFreight,Apparel,215,254.19,1263,10,10,False
SH800485,2025-03-25,Dallas,NorthStar,Home,296,463.26,2670,5,8,True
SH800486,2025-11-22,Chicago,FastShip,Health,166,1317.56,1791,7,10,True
SH800487,2025-09-09,LA,RoadRunner,Office,423,334.42,2560,10,14,True
SH800488,2025-04-27,Dallas,RoadRunner,Apparel,73,405.18,1623,7,6,False
SH800489,2025-06-27,Atlanta,FastShip,Home,403,552.95,1912,5,6,True
SH800490,2025-07-19,Atlanta,NorthStar,Electronics,102,1425.04,2708,10,11,True
SH800491,2025-04-24,New Jersey,NorthStar,Health,434,267.09,53,10,9,False
SH800492,2025-09-16,Dallas,BlueFreight,Health,439,545.05,1084,2,6,True
SH800493,2025-03-08,LA,FastShip,Office,325,322.2,2858,10,14,True
SH800494,2025-12-05,Chicago,FastShip,Home,291,46.01,290,7,7,False
SH800495,2025-06-25,LA,RoadRunner,Health,284,78.81,2438,5,7,True
SH800496,2025-05-22,New Jersey,FastShip,Home,160,164.18,671,2,3,True
SH800497,2025-11-15,LA,NorthStar,Office,410,1024.34,1678,3,5,True
SH800498,2025-03-12,Atlanta,RoadRunner,Office,361,191.25,1857,2,4,True
SH800499,2025-01-24,LA,RoadRunner,Home,94,869.63,2576,2,6,True
SH800500,2025-12-30,Atlanta,BlueFreight,Home,484,109.81,2525,3,3,False
SH800501,2025-04-22,New Jersey,FastShip,Home,326,653.37,274,7,7,False
SH800502,2025-01-10,New Jersey,BlueFreight,Home,295,1374.66,2119,5,7,True
SH800503,2025-04-10,LA,RoadRunner,Electronics,170,332.09,2724,3,3,False
SH800504,2025-10-28,New Jersey,FastShip,Home,413,615.11,2020,2,3,True
SH800505,2025-10-03,Dallas,BlueFreight,Apparel,490,1207.84,1163,10,11,True
SH800506,2025-06-25,LA,NorthStar,Office,263,427.64,1606,5,9,True
SH800507,2025-11-21,Chicago,FastShip,Apparel,347,1067.13,1696,10,9,False
SH800508,2025-05-27,New Jersey,BlueFreight,Apparel,90,18.89,2483,3,5,True
SH800509,2025-04-18,LA,FastShip,Apparel,44,650.74,2760,2,1,False
SH800510,2025-09-01,Dallas,FastShip,Office,28,886.7,1105,7,6,False
SH800511,2025-11-14,Chicago,RoadRunner,Office,264,1163.32,1900,5,8,True
SH800512,2025-03-31,New Jersey,NorthStar,Home,378,247.18,670,7,8,True
SH800513,2025-06-28,Dallas,FastShip,Office,323,629.21,1691,5,6,True
SH800514,2025-04-12,Dallas,FastShip,Home,152,1155.7,228,5,5,False
SH800515,2025-12-10,Chicago,RoadRunner,Home,111,106.99,912,2,1,False
SH800516,2025-11-08,New Jersey,RoadRunner,Electronics,21,1410.52,2284,5,7,True
SH800517,2025-08-07,LA,FastShip,Home,448,297.79,2573,3,2,False
SH800518,2025-05-29,LA,RoadRunner,Office,80,800.86,846,3,5,True
SH800519,2025-07-19,Chicago,BlueFreight,Office,423,504.9,1711,7,9,True
SH800520,2025-05-28,Dallas,BlueFreight,Electronics,147,1009.22,91,7,8,True
SH800521,2025-02-13,LA,FastShip,Office,234,1244.19,955,3,2,False
SH800522,2025-01-24,LA,FastShip,Home,428,744.15,1196,10,12,True
SH800523,2025-06-10,New Jersey,FastShip,Home,16,1453.34,1999,2,6,True
SH800524,2025-04-10,Dallas,NorthStar,Office,352,1037.91,2296,10,12,True
SH800525,2025-05-03,Atlanta,RoadRunner,Electronics,99,765.92,2192,2,1,False
SH800526,2025-06-29,Dallas,BlueFreight,Electronics,21,1208.16,1464,10,11,True
SH800527,2025-01-20,Chicago,RoadRunner,Electronics,337,160.03,1688,7,11,True
SH800528,2025-07-28,Dallas,NorthStar,Health,179,458.53,2047,10,11,True
SH800529,2025-11-16,New Jersey,BlueFreight,Health,254,885.84,1870,5,6,True
SH800530,2025-06-14,LA,NorthStar,Office,156,502.81,1376,3,2,False
SH800531,2025-05-03,LA,RoadRunner,Apparel,228,1038.5,2554,5,8,True
SH800532,2025-09-19,Chicago,FastShip,Apparel,260,891.31,375,5,8,True
SH800533,2025-02-20,Chicago,NorthStar,Health,422,1314.89,652,2,4,True
SH800534,2025-01-04,LA,NorthStar,Health,111,997.84,1691,5,8,True
SH800535,2025-12-11,Atlanta,BlueFreight,Home,163,1344.47,725,10,13,True
SH800536,2025-10-09,Atlanta,RoadRunner,Office,213,1358.49,282,5,6,True
SH800537,2025-11-15,New Jersey,FastShip,Office,177,1026.6,1877,3,2,False
SH800538,2025-08-21,LA,FastShip,Electronics,319,633.83,1138,10,14,True
SH800539,2025-02-17,Atlanta,RoadRunner,Apparel,239,1235.19,1461,5,5,False
SH800540,2025-12-13,LA,RoadRunner,Health,286,1191.86,474,7,10,True
SH800541,2025-11-12,Dallas,RoadRunner,Office,125,1405.86,2191,3,4,True
SH800542,2025-01-16,New Jersey,NorthStar,Home,418,1165.66,80,5,9,True
SH800543,2025-07-25,LA,NorthStar,Health,413,213.54,1362,5,8,True
SH800544,2025-12-16,Atlanta,NorthStar,Office,113,983.76,1195,5,9,True
SH800545,2025-09-02,Chicago,BlueFreight,Apparel,240,150.37,987,5,4,False
SH800546,2025-07-08,LA,NorthStar,Apparel,83,268.37,780,7,8,True
SH800547,2025-08-27,Chicago,NorthStar,Office,188,1443.66,559,10,12,True
SH800548,2025-01-31,LA,FastShip,Electronics,173,10.97,2147,2,3,True
SH800549,2025-08-06,Atlanta,BlueFreight,Apparel,5,1188.93,2799,10,12,True
SH800550,2025-03-22,Chicago,FastShip,Office,358,541.86,99,7,8,True
SH800551,2025-02-20,New Jersey,FastShip,Apparel,84,1403.52,2391,5,9,True
SH800552,2025-12-16,Chicago,BlueFreight,Office,398,1046.1,1322,10,10,False
SH800553,2025-09-02,LA,BlueFreight,Electronics,451,836.14,1145,7,10,True
SH800554,2025-02-25,Atlanta,RoadRunner,Home,114,1360.09,1945,7,9,True
SH800555,2025-03-16,Chicago,FastShip,Health,261,1107.49,1094,3,6,True
SH800556,2025-09-20,Atlanta,FastShip,Electronics,218,1273.83,656,7,10,True
SH800557,2025-11-03,New Jersey,RoadRunner,Health,23,436.31,2510,2,5,True
SH800558,2025-09-13,Dallas,RoadRunner,Electronics,418,121.06,340,5,9,True
SH800559,2025-04-02,New Jersey,NorthStar,Health,135,20.36,1766,2,5,True
SH800560,2025-01-09,New Jersey,RoadRunner,Home,156,648.39,1375,2,6,True
SH800561,2025-04-09,New Jersey,NorthStar,Apparel,489,84.17,621,7,10,True
SH800562,2025-05-25,LA,BlueFreight,Electronics,263,1357.17,1021,10,10,False
SH800563,2025-11-15,Atlanta,NorthStar,Office,248,354.6,821,10,14,True
SH800564,2025-09-16,New Jersey,RoadRunner,Health,394,822.49,2989,7,6,False
SH800565,2025-05-29,Atlanta,NorthStar,Home,493,1403.27,2379,5,4,False
SH800566,2025-03-02,Atlanta,NorthStar,Home,421,427.6,266,10,13,True
SH800567,2025-10-22,Dallas,FastShip,Health,61,1010.87,858,10,10,False
SH800568,2025-10-02,Chicago,BlueFreight,Electronics,339,198.32,676,7,10,True
SH800569,2025-08-24,LA,FastShip,Health,192,365.15,2964,10,10,False
SH800570,2025-08-09,Chicago,NorthStar,Home,136,1057.78,1506,5,4,False
SH800571,2025-11-16,Atlanta,RoadRunner,Office,421,482.64,1484,10,9,False
SH800572,2025-06-22,Dallas,NorthStar,Health,158,881.25,159,3,5,True
SH800573,2025-05-30,New Jersey,NorthStar,Electronics,297,714.78,1871,5,4,False
SH800574,2025-11-12,LA,FastShip,Electronics,114,20.45,1323,3,5,True
SH800575,2025-11-29,Atlanta,RoadRunner,Health,269,1228.09,1538,3,3,False
SH800576,2025-05-20,LA,FastShip,Electronics,167,1126.97,1537,7,10,True
SH800577,2025-02-11,New Jersey,BlueFreight,Home,286,1374.97,2763,7,8,True
SH800578,2025-09-26,New Jersey,RoadRunner,Office,390,188.57,1520,10,12,True
SH800579,2025-12-27,Atlanta,RoadRunner,Office,130,842.98,2471,7,10,True
SH800580,2025-09-17,LA,RoadRunner,Home,390,424.65,1768,2,2,False
SH800581,2025-02-24,Dallas,RoadRunner,Electronics,192,883.5,1358,2,6,True
SH800582,2025-05-02,Atlanta,RoadRunner,Home,166,1060.48,410,2,4,True
SH800583,2025-12-09,New Jersey,BlueFreight,Electronics,438,1250.87,1044,10,14,True
SH800584,2025-11-17,Chicago,RoadRunner,Apparel,56,350.58,1714,2,4,True
SH800585,2025-01-25,Dallas,FastShip,Apparel,188,31.97,1494,10,14,True
SH800586,2025-08-05,Chicago,RoadRunner,Health,379,1390.55,2490,5,7,True
SH800587,2025-07-28,LA,RoadRunner,Apparel,208,668.46,1440,3,4,True
SH800588,2025-12-22,New Jersey,BlueFreight,Office,482,965.65,2579,2,3,True
SH800589,2025-04-11,Dallas,FastShip,Electronics,379,1167.33,2878,10,12,True
SH800590,2025-06-13,New Jersey,NorthStar,Office,420,154.46,1558,2,1,False
SH800591,2025-12-22,LA,NorthStar,Office,383,928.43,560,7,10,True
SH800592,2025-05-22,Dallas,FastShip,Home,164,1293.14,1431,7,7,False
SH800593,2025-07-15,LA,NorthStar,Office,112,1267.44,285,10,10,False
SH800594,2025-09-22,Atlanta,NorthStar,Home,440,319.3,2646,2,1,False
SH800595,2025-07-24,New Jersey,NorthStar,Electronics,282,1435.25,1117,5,9,True
SH800596,2025-08-05,Dallas,FastShip,Health,428,838.67,1884,2,3,True
SH800597,2025-10-01,Dallas,BlueFreight,Office,486,215.55,2543,2,2,False
SH800598,2025-05-14,New Jersey,BlueFreight,Apparel,225,397.81,1743,3,5,True
SH800599,2025-02-10,Atlanta,RoadRunner,Apparel,73,1475.31,775,10,13,True
SH800600,2025-04-21,New Jersey,RoadRunner,Home,46,875.2,1072,10,11,True
SH800601,2025-05-13,New Jersey,NorthStar,Home,7,455.71,919,3,5,True
SH800602,2025-10-30,New Jersey,NorthStar,Apparel,418,1346.75,2427,3,7,True
SH800603,2025-04-21,Dallas,NorthStar,Home,308,569.41,820,2,4,True
SH800604,2025-06-20,LA,FastShip,Apparel,388,297.42,775,2,2,False
SH800605,2025-09-23,LA,FastShip,Office,63,406.23,2950,5,5,False
SH800606,2025-12-31,Atlanta,BlueFreight,Apparel,125,24.04,2034,5,4,False
SH800607,2025-07-12,New Jersey,FastShip,Apparel,83,251.53,2239,7,8,True
SH800608,2025-05-15,New Jersey,RoadRunner,Home,359,98.39,2309,10,10,False
SH800609,2025-09-28,Chicago,FastShip,Apparel,448,306.2,1142,7,7,False
SH800610,2025-02-13,Chicago,FastShip,Apparel,442,278.95,1797,10,9,False
SH800611,2025-03-11,Chicago,BlueFreight,Electronics,475,824.3,1723,5,8,True
SH800612,2025-06-30,New Jersey,RoadRunner,Health,348,940.44,895,5,5,False
SH800613,2025-08-19,New Jersey,NorthStar,Electronics,233,920.76,641,7,6,False
SH800614,2025-11-18,Atlanta,NorthStar,Office,122,894.5,2706,2,3,True
SH800615,2025-08-23,Atlanta,NorthStar,Health,153,914.78,1952,5,9,True
SH800616,2025-11-29,LA,BlueFreight,Office,63,294.95,975,2,2,False
SH800617,2025-05-12,Dallas,RoadRunner,Home,381,1416.56,1444,5,5,False
SH800618,2025-04-23,LA,BlueFreight,Electronics,464,277.14,1522,7,7,False
SH800619,2025-12-27,Chicago,BlueFreight,Health,14,467.64,1702,3,3,False
SH800620,2025-12-27,Chicago,RoadRunner,Office,84,1487.4,2715,5,5,False
SH800621,2025-04-15,Chicago,RoadRunner,Electronics,377,780.25,1902,2,2,False
SH800622,2025-06-21,LA,BlueFreight,Electronics,35,414.01,840,3,2,False
SH800623,2025-05-13,Atlanta,BlueFreight,Apparel,428,75.09,2460,10,9,False
SH800624,2025-05-25,LA,BlueFreight,Office,16,1435.37,573,5,4,False
SH800625,2025-04-25,LA,RoadRunner,Electronics,293,401.6,1699,3,4,True
SH800626,2025-06-01,New Jersey,FastShip,Electronics,212,989.89,1095,2,5,True
SH800627,2025-09-30,Atlanta,FastShip,Electronics,34,802.13,126,10,13,True
SH800628,2025-03-08,Chicago,BlueFreight,Electronics,158,383.95,1176,3,4,True
SH800629,2025-04-26,LA,FastShip,Home,213,1203.26,2369,5,8,True
SH800630,2025-08-03,Chicago,BlueFreight,Apparel,62,1291.77,2819,2,5,True
SH800631,2025-07-25,Chicago,BlueFreight,Health,152,1447.61,31,10,9,False
