LoanID,ApplicantAge,AnnualIncome,LoanAmount,CreditScore,DebtToIncome,EmploymentLengthYears,LoanPurpose,DefaultFlag
L400442,24,50502.41,32588.92,633,0.375,17,Medical,False
L400443,34,95294.73,27426.17,733,0.076,10,Debt Consolidation,False
L400444,72,33966.32,27023.23,662,0.457,12,Medical,False
L400445,63,82523.69,41720.66,828,0.377,22,Education,False
L400446,40,54688.19,9619.88,636,0.361,25,Home Improvement,False
L400447,63,80644.6,38319.53,817,0.259,16,Education,False
L400448,40,42372.08,9808.32,705,0.161,17,Education,False
L400449,26,64917.25,16615.49,806,0.06,22,Education,False
L400450,49,44451.04,35894.94,750,0.365,29,Home Improvement,False
L400451,36,81280.25,41716.03,837,0.068,20,Medical,False
L400452,74,18000.0,14601.11,697,0.461,16,Small Business,False
L400453,49,68850.65,19308.65,787,0.118,7,Auto,False
L400454,35,29582.53,45974.87,714,0.575,24,Small Business,False
L400455,64,50848.07,35092.74,606,0.221,16,Home Improvement,False
L400456,67,60985.71,19340.02,622,0.101,32,Education,False
L400457,64,94583.71,33344.91,798,0.423,18,Debt Consolidation,False
L400458,74,18000.0,8690.49,669,0.474,5,Home Improvement,True
L400459,50,18000.0,25828.56,778,0.111,16,Debt Consolidation,False
L400460,40,107502.31,47471.74,691,0.193,9,Education,False
L400461,58,60557.04,52921.22,756,0.218,18,Education,False
L400462,26,18000.0,1438.86,823,0.427,30,Medical,False
L400463,71,58120.2,42391.83,805,0.232,1,Auto,False
L400464,64,56288.57,1644.33,776,0.154,26,Medical,False
L400465,43,53062.85,44915.91,522,0.631,31,Medical,False
L400466,40,78781.09,51124.73,817,0.251,32,Auto,False
L400467,28,18000.0,55453.21,690,0.077,13,Auto,False
L400468,45,72781.54,6529.75,814,0.419,33,Education,False
L400469,28,56388.96,1701.31,780,0.202,23,Small Business,False
L400470,28,69282.58,22741.67,542,0.217,24,Education,False
L400471,41,99787.62,16005.77,621,0.365,20,Debt Consolidation,False
L400472,58,103478.36,25272.33,627,0.084,11,Debt Consolidation,False
L400473,27,121926.21,10798.57,578,0.309,31,Medical,True
L400474,29,18000.0,46461.47,571,0.49,0,Auto,False
L400475,68,82577.71,39642.15,566,0.447,29,Education,True
L400476,69,95801.36,24282.16,709,0.55,21,Debt Consolidation,False
L400477,50,52258.71,42464.81,715,0.075,26,Auto,True
L400478,33,70109.89,21303.67,670,0.322,21,Small Business,False
L400479,62,113533.74,34671.99,689,0.493,19,Medical,False
L400480,29,64324.32,27678.97,735,0.292,19,Education,False
L400481,74,112434.07,20600.73,645,0.184,18,Small Business,False
L400482,24,69208.62,4432.76,739,0.055,4,Medical,False
L400483,42,85496.94,19618.24,819,0.067,12,Auto,False
L400484,40,100482.13,28524.38,683,0.156,11,Education,False
L400485,64,35947.64,18852.81,761,0.594,12,Small Business,False
L400486,74,84591.1,58314.08,605,0.395,6,Auto,False
L400487,60,55489.94,12003.49,697,0.23,5,Education,False
L400488,30,109812.7,23837.57,667,0.465,27,Small Business,False
L400489,34,61171.57,41424.52,777,0.355,12,Debt Consolidation,True
L400490,21,60746.39,16902.02,799,0.472,0,Debt Consolidation,False
L400491,27,44367.26,30851.85,647,0.211,27,Education,False
L400492,33,69777.0,43431.33,533,0.433,12,Home Improvement,False
L400493,21,88988.92,57706.17,678,0.607,19,Home Improvement,False
L400494,34,73849.65,32949.24,647,0.493,31,Home Improvement,False
L400495,65,142503.48,44037.49,808,0.188,16,Debt Consolidation,False
L400496,31,57465.53,48675.74,646,0.536,33,Debt Consolidation,False
L400497,73,43978.95,21534.19,795,0.169,29,Home Improvement,False
L400498,33,67750.17,28041.05,799,0.245,20,Education,False
L400499,41,82906.44,52083.79,735,0.198,23,Education,True
L400500,55,31162.39,38703.94,762,0.623,20,Small Business,False
L400501,49,113899.95,2039.39,662,0.206,14,Debt Consolidation,False
L400502,30,63787.94,53963.65,620,0.432,33,Home Improvement,False
L400503,31,126272.09,24847.65,772,0.445,5,Home Improvement,False
L400504,34,114684.17,43359.61,699,0.05,34,Small Business,False
L400505,62,93152.6,21201.35,765,0.255,33,Education,False
L400506,57,71303.87,32079.5,690,0.243,9,Home Improvement,False
L400507,22,39626.47,29667.66,648,0.362,8,Medical,False
L400508,35,51810.93,5014.92,741,0.129,10,Medical,False
L400509,28,37565.95,24229.87,632,0.119,26,Medical,False
L400510,61,36196.87,15657.27,650,0.127,27,Small Business,False
L400511,71,81192.35,36320.44,790,0.236,0,Home Improvement,False
L400512,23,82430.24,57595.41,762,0.165,34,Small Business,False
L400513,37,22198.81,46986.75,799,0.126,27,Debt Consolidation,True
L400514,72,56379.32,54859.82,824,0.387,3,Education,False
L400515,50,46079.68,30062.42,569,0.198,24,Medical,False
L400516,46,118627.07,3986.46,813,0.085,7,Small Business,False
L400517,45,18000.0,15444.45,787,0.509,22,Medical,True
L400518,30,133385.75,29383.09,742,0.099,1,Home Improvement,False
L400519,30,90572.31,22201.85,678,0.568,8,Auto,False
L400520,41,18000.0,28152.28,847,0.209,10,Debt Consolidation,False
L400521,59,51481.61,52424.14,665,0.647,31,Debt Consolidation,False
L400522,60,86285.09,1762.26,674,0.318,34,Auto,False
L400523,69,50211.89,13476.9,629,0.423,12,Home Improvement,False
L400524,52,63259.58,58114.85,717,0.238,12,Small Business,False
L400525,51,144818.83,36634.98,642,0.075,9,Home Improvement,False
L400526,37,58467.81,22703.78,802,0.545,29,Medical,False
L400527,35,37380.91,12918.51,782,0.235,5,Debt Consolidation,False
L400528,58,101309.3,26311.86,555,0.391,34,Medical,False
L400529,66,27117.92,48725.13,733,0.516,19,Small Business,True
L400530,64,94482.21,58851.07,780,0.107,14,Home Improvement,False
L400531,36,90693.25,16548.04,648,0.135,27,Home Improvement,False
L400532,47,130433.38,48527.71,526,0.267,17,Home Improvement,True
L400533,65,85268.54,3282.13,741,0.333,6,Auto,False
L400534,34,64511.36,45339.23,818,0.611,28,Auto,False
L400535,67,71065.51,50710.34,675,0.262,17,Medical,True
L400536,35,140421.2,19012.25,644,0.529,27,Education,False
L400537,66,74012.14,42653.56,676,0.215,31,Medical,False
L400538,66,65159.92,57793.32,727,0.372,3,Small Business,False
L400539,59,69912.74,40176.9,832,0.267,25,Small Business,False
L400540,33,87223.08,35971.25,794,0.579,26,Debt Consolidation,False
L400541,72,59950.35,5879.78,688,0.3,8,Auto,False
L400542,63,38929.25,13823.07,531,0.389,2,Education,False
L400543,69,50516.47,17054.34,757,0.566,14,Debt Consolidation,False
L400544,54,43680.15,10783.32,840,0.595,11,Medical,True
L400545,71,67088.6,6444.74,732,0.438,3,Small Business,False
L400546,29,52360.15,52954.95,628,0.282,3,Home Improvement,False
L400547,44,66259.77,12558.55,738,0.622,2,Debt Consolidation,False
L400548,23,67151.88,51938.17,615,0.59,31,Home Improvement,False
L400549,34,80427.02,56296.21,722,0.257,24,Education,False
L400550,21,41180.53,25526.18,754,0.381,0,Medical,False
L400551,74,126492.11,17665.76,616,0.223,3,Education,False
L400552,29,111852.49,48171.38,534,0.266,23,Medical,False
L400553,28,89264.62,58740.23,830,0.425,22,Education,False
L400554,25,95557.28,9649.11,756,0.312,12,Small Business,False
L400555,52,35660.17,20928.63,606,0.207,30,Education,True
L400556,72,53317.06,46402.23,748,0.368,11,Education,False
L400557,58,56862.32,1312.59,745,0.211,3,Home Improvement,False
L400558,65,26528.14,23354.93,522,0.464,15,Education,False
L400559,40,59902.93,8257.71,703,0.517,7,Auto,False
L400560,29,144705.09,49068.33,551,0.343,5,Medical,False
L400561,36,75415.19,16259.62,673,0.291,1,Medical,False
L400562,60,120995.24,37508.06,738,0.453,29,Small Business,False
L400563,29,118839.37,34900.34,593,0.286,21,Education,False
L400564,47,41807.45,55812.56,781,0.646,12,Home Improvement,False
L400565,23,73160.93,5610.96,755,0.547,9,Medical,False
L400566,26,59301.25,29368.92,750,0.357,4,Small Business,False
L400567,73,101819.16,53796.45,543,0.345,20,Education,False
L400568,42,87049.22,32227.84,690,0.36,25,Small Business,False
L400569,44,125304.42,57685.1,804,0.357,26,Medical,False
L400570,37,78600.61,15225.67,803,0.109,22,Auto,False
L400571,36,98445.48,29317.42,778,0.293,12,Debt Consolidation,False
L400572,58,51407.96,48381.64,759,0.203,18,Auto,False
L400573,30,25099.74,27368.88,768,0.296,5,Medical,True
L400574,48,93474.37,15779.76,613,0.228,2,Small Business,False
L400575,33,76747.92,7504.31,532,0.598,2,Auto,True
L400576,23,89716.66,51018.53,781,0.138,0,Auto,False
L400577,49,117294.97,9382.6,842,0.566,20,Small Business,True
L400578,30,82769.14,8899.43,646,0.364,5,Debt Consolidation,False
L400579,34,98545.07,23822.53,553,0.491,2,Small Business,True
L400580,65,104694.17,55829.51,677,0.561,27,Education,False
L400581,35,67281.28,35112.9,635,0.236,24,Debt Consolidation,False
L400582,55,52807.53,22440.63,620,0.147,19,Medical,False
L400583,74,135310.13,55165.21,678,0.59,2,Medical,False
L400584,42,84352.06,17681.46,848,0.195,31,Home Improvement,False
L400585,53,81188.82,2506.61,821,0.196,9,Small Business,False
L400586,26,40537.57,22137.33,639,0.326,14,Education,False
L400587,26,79909.88,38174.75,764,0.129,28,Debt Consolidation,False
L400588,61,82314.96,53680.91,617,0.254,0,Medical,True
L400589,61,42036.82,37763.89,616,0.372,28,Debt Consolidation,False
L400590,35,95639.9,35502.04,790,0.565,7,Education,False
L400591,25,63823.03,43518.28,755,0.091,9,Medical,False
L400592,38,18000.0,13320.45,752,0.598,32,Education,False
L400593,38,55238.71,53393.29,584,0.335,17,Small Business,False
L400594,39,102989.89,35787.52,551,0.545,19,Medical,False
L400595,39,43268.06,32330.54,682,0.574,21,Home Improvement,True
L400596,69,149388.36,38788.85,755,0.362,24,Medical,False
L400597,58,87287.97,6696.23,569,0.576,20,Medical,True
L400598,29,143564.44,38229.34,844,0.143,30,Home Improvement,False
L400599,25,36728.69,8031.26,561,0.577,30,Home Improvement,False
L400600,71,33278.03,30549.32,644,0.562,25,Medical,True
L400601,52,64344.6,49538.65,826,0.387,18,Education,False
L400602,31,31414.31,9644.29,783,0.435,14,Small Business,False
L400603,49,57399.12,24729.52,741,0.495,21,Education,False
L400604,31,122814.24,38235.28,582,0.646,24,Education,True
L400605,39,62147.14,39209.79,553,0.301,23,Small Business,False
L400606,40,21070.08,10622.66,542,0.327,26,Home Improvement,False
L400607,46,81648.18,20630.92,649,0.25,13,Home Improvement,False
L400608,58,114326.66,2001.25,775,0.167,34,Debt Consolidation,False
L400609,46,18000.0,47971.02,806,0.217,29,Small Business,True
L400610,29,28780.49,48985.82,747,0.455,31,Home Improvement,False
L400611,73,73787.84,32467.94,605,0.074,5,Auto,True
L400612,36,33685.25,58694.72,563,0.474,31,Auto,False
L400613,57,66641.28,7504.72,794,0.619,24,Debt Consolidation,False
L400614,43,118099.08,38674.82,821,0.195,27,Home Improvement,False
L400615,36,59919.01,12845.43,540,0.211,5,Medical,True
L400616,53,86648.14,21574.45,798,0.589,27,Debt Consolidation,False
L400617,63,88938.66,3622.52,610,0.626,7,Home Improvement,True
L400618,46,46614.83,9155.47,659,0.498,24,Medical,False
L400619,45,38237.66,22550.05,716,0.183,27,Medical,False
L400620,51,103836.17,34685.07,724,0.35,0,Medical,False
L400621,26,73569.84,29684.31,658,0.555,22,Small Business,False
L400622,30,78686.58,58621.69,733,0.41,28,Home Improvement,False
L400623,28,70863.02,48177.54,772,0.184,21,Education,False
L400624,39,67902.63,4112.92,667,0.071,34,Home Improvement,True
L400625,51,78201.86,2607.07,788,0.287,12,Debt Consolidation,False
L400626,50,36245.98,54499.83,665,0.529,23,Education,False
L400627,29,84463.52,32130.13,541,0.069,33,Debt Consolidation,False
L400628,57,39944.62,59189.09,520,0.267,11,Auto,False
L400629,65,146430.6,3267.86,631,0.527,11,Small Business,False
L400630,64,91599.26,55214.9,600,0.482,23,Home Improvement,False
L400631,29,81031.03,40500.82,815,0.059,5,Debt Consolidation,False
L400632,38,37905.74,29199.84,584,0.443,33,Small Business,True
L400633,41,107332.12,16835.42,730,0.073,11,Auto,False
L400634,27,56828.93,31109.59,737,0.544,1,Small Business,False
L400635,51,91357.28,42191.56,629,0.054,5,Debt Consolidation,True
L400636,70,50611.51,14213.88,614,0.093,28,Medical,False
L400637,74,18000.0,49930.55,714,0.316,34,Home Improvement,True
L400638,46,121324.09,51221.86,621,0.097,12,Home Improvement,False
L400639,23,90532.98,38744.45,584,0.499,32,Medical,True
L400640,64,59462.55,31346.81,617,0.498,19,Medical,False
L400641,55,134919.8,54427.46,838,0.061,27,Small Business,False
L400642,65,71406.04,22301.02,786,0.338,18,Medical,False
L400643,47,110700.6,37646.86,781,0.196,25,Auto,False
L400644,55,19729.11,27296.31,549,0.418,29,Medical,True
L400645,45,61500.09,19472.5,630,0.113,2,Debt Consolidation,False
L400646,34,62659.89,55660.01,742,0.584,6,Education,False
L400647,33,40418.85,16015.55,650,0.42,13,Education,False
L400648,62,43690.84,38574.14,599,0.644,1,Home Improvement,False
L400649,21,76752.95,17378.13,773,0.128,10,Home Improvement,False
L400650,67,66419.17,36622.8,580,0.087,28,Auto,True
L400651,64,65723.28,45813.13,723,0.174,3,Auto,False
L400652,61,55657.45,27657.26,707,0.631,26,Debt Consolidation,False
L400653,61,104653.57,26619.59,699,0.448,29,Education,False
L400654,66,32162.11,30048.24,561,0.063,31,Auto,False
L400655,27,73722.08,32606.79,585,0.578,32,Home Improvement,False
L400656,47,57571.21,31159.29,619,0.406,20,Auto,True
L400657,50,55021.61,10415.04,705,0.163,24,Home Improvement,False
L400658,47,18000.0,36279.93,814,0.285,18,Small Business,False
L400659,39,70707.35,45845.83,830,0.485,6,Auto,False
L400660,68,52354.81,44201.09,608,0.407,31,Debt Consolidation,False
L400661,26,80857.87,40043.96,640,0.153,30,Auto,False
L400662,41,170340.34,24266.91,593,0.078,21,Small Business,True
L400663,45,77520.8,32452.42,758,0.2,25,Medical,False
L400664,30,86884.05,47523.1,587,0.45,22,Small Business,False
L400665,21,46928.99,9187.15,527,0.189,2,Home Improvement,False
L400666,65,77566.26,29329.37,580,0.218,8,Auto,True
L400667,46,68398.68,28532.62,780,0.525,24,Small Business,True
L400668,22,45555.63,38304.74,661,0.638,7,Home Improvement,False
L400669,28,42863.76,43574.32,752,0.1,2,Home Improvement,False
L400670,35,87176.6,13846.2,681,0.532,16,Education,True
L400671,40,50463.28,11926.43,547,0.373,12,Auto,False
L400672,36,41834.53,9968.14,815,0.339,17,Home Improvement,False
L400673,41,114189.62,38648.91,832,0.193,1,Auto,False
L400674,33,120936.62,36250.9,797,0.65,22,Education,True
L400675,24,42261.06,11555.78,845,0.184,26,Education,False
L400676,74,105832.13,36352.57,706,0.642,8,Debt Consolidation,True
L400677,54,19535.09,47255.08,743,0.475,20,Education,False
L400678,31,41533.88,9806.69,761,0.556,5,Debt Consolidation,False
L400679,48,33112.39,13226.4,752,0.255,15,Debt Consolidation,False
L400680,42,55944.77,14038.35,779,0.322,34,Debt Consolidation,False
L400681,56,71941.78,40146.55,684,0.552,28,Education,False
L400682,48,31768.73,53853.07,630,0.598,3,Small Business,False
L400683,65,58004.73,4119.45,522,0.246,27,Education,True
L400684,28,41661.53,51684.91,834,0.296,23,Debt Consolidation,False
L400685,38,79424.68,25363.59,694,0.088,20,Education,False
L400686,52,75719.59,50159.45,570,0.485,34,Home Improvement,False
L400687,48,116390.97,50106.81,815,0.5,0,Small Business,False
L400688,41,18000.0,39038.54,810,0.492,5,Home Improvement,False
L400689,62,108167.01,15326.89,725,0.116,34,Medical,False
L400690,41,108307.48,2722.65,692,0.065,16,Small Business,False
L400691,40,54673.81,11018.33,838,0.481,31,Medical,True
L400692,46,60094.24,19962.74,574,0.161,1,Home Improvement,False
L400693,50,82414.1,46506.81,830,0.375,16,Home Improvement,False
L400694,30,104119.04,43088.12,802,0.3,32,Medical,False
L400695,51,18000.0,31873.37,609,0.334,30,Home Improvement,False
L400696,34,57111.45,2902.85,592,0.467,32,Small Business,False
L400697,34,85831.29,7934.33,758,0.587,12,Auto,False
L400698,55,74104.08,55754.77,745,0.401,19,Education,False
L400699,49,72707.58,43419.41,750,0.492,6,Debt Consolidation,False
L400700,70,19768.96,54951.31,558,0.64,2,Medical,False
L400701,34,55960.55,32857.88,849,0.291,12,Debt Consolidation,False
L400702,48,59418.52,4265.85,818,0.468,25,Auto,True
L400703,29,43441.35,47087.8,633,0.4,27,Small Business,False
L400704,40,107451.18,59393.37,564,0.085,6,Debt Consolidation,False
L400705,64,59980.34,31124.32,550,0.163,1,Small Business,False
L400706,48,44544.75,6163.6,555,0.328,32,Small Business,True
L400707,67,134674.15,38714.84,547,0.29,31,Small Business,True
L400708,56,86294.49,45683.02,564,0.086,4,Auto,True
L400709,64,77111.8,50033.23,687,0.542,31,Debt Consolidation,False
L400710,27,67768.86,45346.55,682,0.17,30,Auto,False
L400711,54,50404.47,58758.82,784,0.229,3,Medical,False
L400712,68,45143.47,23625.03,772,0.365,21,Auto,False
L400713,25,34444.91,44690.28,701,0.066,13,Home Improvement,False
L400714,28,61268.17,43594.09,738,0.097,13,Medical,False
L400715,49,23487.32,23594.96,846,0.48,27,Home Improvement,False
L400716,62,100799.31,53653.58,646,0.28,13,Small Business,False
L400717,72,50431.52,15074.05,794,0.409,33,Debt Consolidation,True
L400718,52,99403.62,41031.4,546,0.337,3,Debt Consolidation,False
L400719,69,45252.51,24971.79,839,0.419,28,Auto,False
L400720,46,84355.9,17503.16,668,0.487,17,Small Business,False
L400721,64,27019.9,7696.7,552,0.063,5,Debt Consolidation,False
L400722,28,51535.37,1443.38,531,0.508,0,Auto,True
L400723,58,55300.48,14194.82,551,0.572,10,Education,False
L400724,37,79979.0,43394.77,526,0.493,27,Debt Consolidation,True
L400725,48,31750.05,28737.75,828,0.277,12,Debt Consolidation,False
L400726,68,118396.07,46102.15,603,0.153,15,Home Improvement,False
L400727,44,71230.22,58237.21,635,0.603,9,Auto,True
L400728,25,69884.23,9976.07,638,0.276,7,Debt Consolidation,False
L400729,52,25426.96,21458.61,540,0.426,17,Debt Consolidation,False
L400730,23,81731.13,13181.09,528,0.585,26,Home Improvement,False
L400731,46,107025.02,35553.18,613,0.153,19,Debt Consolidation,True
L400732,30,42116.19,46208.39,841,0.145,3,Debt Consolidation,False
L400733,43,52623.79,13630.91,563,0.061,22,Debt Consolidation,False
L400734,58,63551.6,48149.41,825,0.634,21,Medical,False
L400735,53,61655.24,3304.74,786,0.449,4,Small Business,False
L400736,33,41393.22,39263.49,550,0.565,22,Medical,False
L400737,70,84662.11,51007.09,831,0.418,3,Education,False
L400738,30,109475.5,55154.4,713,0.5,24,Education,True
L400739,32,69644.71,21977.79,782,0.498,25,Auto,False
L400740,56,43035.15,7337.45,678,0.114,4,Small Business,False
L400741,28,36171.75,30557.27,558,0.124,33,Debt Consolidation,True
L400742,74,149456.99,28467.02,728,0.166,8,Auto,False
L400743,29,57863.49,37894.7,760,0.118,16,Home Improvement,True
L400744,41,88042.79,35243.49,679,0.148,13,Auto,False
L400745,58,18681.83,12727.64,525,0.538,28,Medical,False
L400746,61,47760.41,3686.68,593,0.348,8,Debt Consolidation,False
L400747,67,106437.04,58251.02,616,0.153,3,Small Business,False
L400748,48,43752.39,25319.95,537,0.6,26,Auto,False
L400749,62,45510.56,34915.43,555,0.326,7,Education,False
L400750,57,83423.58,3168.97,604,0.608,20,Education,True
