LoanID,CustomerAge,AnnualIncome,LoanAmount,CreditScore,EmploymentYears,DebtToIncome,LoanPurpose,Defaulted
400537,51,40813,6574,621,23,0.29,Debt Consolidation,1
400538,62,65547,33772,829,17,0.29,Education,0
400539,58,109319,27343,544,20,0.49,Home Improvement,0
400540,55,81584,8279,739,20,0.43,Business,0
400541,71,112133,59126,811,16,0.26,Medical,0
400542,42,122849,9706,533,9,0.05,Auto,0
400543,59,124089,12420,764,2,0.17,Education,0
400544,65,159405,42776,619,2,0.41,Home Improvement,0
400545,57,66158,33308,529,30,0.25,Education,0
400546,40,144356,54926,763,3,0.28,Medical,1
400547,37,155848,18936,528,24,0.54,Medical,1
400548,43,92801,4195,640,18,0.24,Home Improvement,1
400549,40,86796,17247,778,2,0.57,Medical,1
400550,74,109675,14489,650,18,0.58,Medical,1
400551,56,137222,58386,529,30,0.13,Debt Consolidation,0
400552,39,94425,16286,542,2,0.46,Business,1
400553,24,118912,35408,632,7,0.5,Education,0
400554,43,30479,18624,786,30,0.28,Business,0
400555,31,114229,45319,828,33,0.63,Debt Consolidation,0
400556,21,39925,31311,802,7,0.57,Business,0
400557,23,91410,30942,566,26,0.29,Auto,0
400558,68,138637,29383,625,20,0.48,Auto,0
400559,39,151162,54175,768,28,0.64,Medical,0
400560,27,73106,18970,660,10,0.61,Auto,1
400561,68,58463,40520,637,11,0.19,Business,0
400562,67,73608,6288,677,31,0.63,Debt Consolidation,1
400563,57,93109,14370,693,24,0.42,Home Improvement,0
400564,37,76863,7385,639,18,0.11,Business,0
400565,64,53187,38679,677,30,0.47,Medical,0
400566,30,70879,4515,607,0,0.64,Debt Consolidation,0
400567,56,107818,34632,706,27,0.25,Auto,0
400568,58,85803,44696,520,31,0.08,Medical,0
400569,57,161695,15062,811,17,0.25,Business,0
400570,61,117325,33217,787,12,0.22,Auto,0
400571,63,103879,21257,539,6,0.14,Home Improvement,1
400572,27,51805,3931,608,14,0.43,Home Improvement,0
400573,29,121187,47367,679,30,0.08,Debt Consolidation,0
400574,49,45680,51686,744,18,0.18,Education,0
400575,42,65428,16054,806,33,0.65,Education,1
400576,57,153871,13496,575,10,0.42,Medical,0
400577,50,90209,28815,799,20,0.12,Debt Consolidation,0
400578,53,92297,57779,612,8,0.64,Business,0
400579,67,170188,3113,561,30,0.24,Debt Consolidation,0
400580,69,102178,52367,755,16,0.11,Medical,0
400581,42,28944,55415,587,6,0.36,Medical,0
400582,62,132374,11417,724,23,0.65,Home Improvement,1
400583,36,133634,43565,846,19,0.65,Medical,1
400584,23,48375,30010,619,17,0.33,Auto,0
400585,66,88193,40372,814,23,0.29,Debt Consolidation,0
400586,30,163615,36175,709,16,0.56,Business,0
400587,60,115398,21689,728,8,0.39,Business,0
400588,37,43987,54768,797,31,0.49,Medical,0
400589,31,101983,27522,665,4,0.32,Medical,0
400590,48,96043,17805,715,7,0.38,Business,0
400591,37,37002,50491,845,29,0.31,Medical,1
400592,53,72437,54067,758,21,0.1,Home Improvement,0
400593,71,76315,23619,771,27,0.35,Auto,0
400594,64,34920,36922,750,2,0.31,Home Improvement,0
400595,50,91878,58308,679,18,0.37,Medical,0
400596,43,111537,34642,572,11,0.19,Business,1
400597,58,148315,37551,824,7,0.55,Debt Consolidation,0
400598,26,106724,29281,698,2,0.43,Auto,0
400599,69,178143,12552,787,4,0.51,Debt Consolidation,0
400600,37,145958,20962,702,21,0.3,Home Improvement,0
400601,33,156517,21659,526,10,0.45,Medical,0
400602,62,26841,51441,673,13,0.5,Home Improvement,0
400603,39,73655,31571,784,14,0.37,Auto,0
400604,38,88975,28647,669,17,0.6,Business,0
400605,53,132510,42006,576,21,0.08,Home Improvement,1
400606,22,176306,24511,693,0,0.62,Debt Consolidation,0
400607,64,43733,45600,754,25,0.59,Auto,1
400608,45,29397,23806,650,25,0.55,Business,0
400609,43,178453,12726,793,2,0.41,Home Improvement,1
400610,31,141456,24897,844,17,0.08,Medical,0
400611,25,62683,6375,813,33,0.13,Medical,0
400612,61,179565,59871,797,28,0.49,Education,1
400613,36,63174,58600,681,11,0.65,Home Improvement,0
400614,31,126092,28706,687,22,0.48,Medical,1
400615,24,103051,16233,570,15,0.13,Business,1
400616,49,160092,59248,615,18,0.6,Home Improvement,0
400617,29,36431,31005,759,12,0.08,Business,0
400618,38,93481,44078,598,12,0.5,Home Improvement,0
400619,38,133029,17634,725,10,0.1,Medical,0
400620,58,120263,52077,796,2,0.07,Auto,0
400621,47,67891,16902,744,15,0.46,Auto,1
400622,26,33482,33385,619,31,0.26,Education,0
400623,56,34773,27671,703,30,0.31,Home Improvement,0
400624,47,79546,4645,640,16,0.35,Home Improvement,0
400625,31,141288,54634,621,28,0.3,Home Improvement,0
400626,58,40300,53677,746,29,0.6,Medical,0
400627,29,27046,28209,761,22,0.1,Medical,0
400628,33,48662,20625,612,30,0.26,Home Improvement,0
400629,38,173240,27164,710,19,0.2,Education,0
400630,67,156225,21071,648,19,0.19,Education,0
400631,38,110683,35993,670,0,0.18,Home Improvement,0
400632,21,159595,40744,743,15,0.48,Debt Consolidation,0
400633,49,138547,21040,716,24,0.24,Business,0
400634,43,108362,56312,800,31,0.51,Auto,0
400635,57,139203,56426,797,33,0.39,Debt Consolidation,0
400636,52,130302,33324,686,8,0.28,Business,0
400637,74,171810,26376,712,31,0.32,Home Improvement,0
400638,47,32656,5443,542,13,0.24,Education,1
400639,38,161965,27050,666,3,0.19,Home Improvement,0
400640,68,143326,33782,527,19,0.37,Auto,0
400641,67,63566,55391,657,17,0.33,Home Improvement,0
400642,36,63520,48260,756,34,0.2,Debt Consolidation,0
400643,58,29793,32442,621,20,0.63,Debt Consolidation,0
400644,73,90049,29612,753,34,0.22,Auto,0
400645,45,109042,35314,620,21,0.12,Debt Consolidation,0
400646,68,95653,35709,633,31,0.29,Home Improvement,0
400647,21,49082,2207,723,3,0.13,Education,0
400648,63,124457,33374,756,25,0.61,Education,0
400649,21,137769,13802,666,15,0.56,Medical,0
400650,53,39193,7088,520,34,0.2,Home Improvement,0
400651,30,137510,50728,741,15,0.15,Medical,0
400652,26,169181,57328,828,16,0.31,Education,0
400653,61,154238,26139,847,8,0.36,Home Improvement,0
400654,65,120793,37081,825,14,0.33,Education,0
400655,44,116600,54137,558,27,0.48,Education,0
400656,26,165350,44916,561,21,0.55,Education,0
400657,29,76297,17883,771,29,0.16,Medical,0
400658,53,147987,40844,568,9,0.39,Business,0
400659,35,74032,43966,783,19,0.42,Education,0
400660,58,90726,30628,546,1,0.22,Debt Consolidation,0
400661,56,113913,26803,611,5,0.23,Auto,0
400662,28,118519,15126,571,2,0.45,Debt Consolidation,0
400663,70,90612,24731,824,29,0.14,Medical,0
400664,46,153376,15843,542,28,0.26,Debt Consolidation,1
400665,27,116653,37361,736,34,0.19,Education,0
400666,30,136421,35374,688,7,0.4,Education,0
400667,38,103861,23893,690,33,0.57,Business,1
400668,46,145280,16572,825,4,0.23,Business,0
400669,24,160144,51705,592,33,0.22,Debt Consolidation,0
400670,61,143880,59603,641,8,0.24,Education,1
400671,63,160802,53087,537,16,0.57,Business,1
400672,28,78861,42413,764,0,0.17,Education,0
400673,45,97375,11503,751,27,0.09,Debt Consolidation,0
400674,38,83232,42859,674,26,0.06,Medical,0
400675,67,167956,2706,633,24,0.49,Business,1
400676,25,145579,18815,822,22,0.23,Medical,0
400677,24,148754,3663,802,5,0.57,Medical,0
400678,63,147960,3210,736,23,0.43,Auto,0
400679,28,72392,45249,662,10,0.08,Business,0
400680,22,175069,49682,701,34,0.46,Medical,0
400681,23,168771,28418,665,16,0.05,Education,0
400682,72,160850,47224,520,13,0.34,Medical,0
400683,50,66644,26412,768,21,0.36,Auto,0
400684,27,166631,25788,693,25,0.15,Education,0
400685,70,109199,6108,718,27,0.22,Debt Consolidation,0
400686,64,94577,53628,809,33,0.28,Auto,0
400687,44,152185,45071,536,33,0.09,Medical,1
400688,74,27819,26558,555,9,0.22,Business,0
400689,27,176858,40451,620,12,0.26,Auto,0
400690,56,143042,8474,755,34,0.58,Education,0
400691,21,159717,16471,829,20,0.46,Education,0
400692,50,78879,32571,649,20,0.56,Business,0
400693,68,96101,46452,658,2,0.25,Medical,0
400694,54,79585,9324,744,6,0.63,Education,0
400695,26,82848,16729,546,9,0.36,Business,0
400696,21,43248,37830,767,25,0.16,Medical,0
400697,46,37600,12798,817,25,0.36,Medical,0
400698,59,149070,46198,630,8,0.49,Debt Consolidation,0
400699,51,119086,50966,844,23,0.59,Debt Consolidation,0
400700,60,117283,52887,622,5,0.16,Business,0
400701,60,170423,24117,620,14,0.28,Debt Consolidation,0
400702,22,134403,10537,615,5,0.37,Business,0
400703,31,99120,13137,626,27,0.61,Education,1
400704,65,38968,32179,568,7,0.18,Debt Consolidation,1
400705,72,100256,45519,768,0,0.54,Debt Consolidation,0
400706,61,89510,14426,630,18,0.06,Auto,0
400707,58,136086,44609,797,9,0.45,Auto,0
400708,50,117957,7527,797,6,0.27,Education,1
400709,43,161895,51972,730,31,0.5,Debt Consolidation,0
400710,73,121878,28582,845,10,0.08,Auto,0
400711,36,164136,26452,796,12,0.64,Home Improvement,0
400712,47,151277,36815,550,31,0.4,Home Improvement,0
400713,56,25485,16359,526,19,0.07,Home Improvement,0
400714,43,29431,46621,547,24,0.1,Business,0
400715,74,92270,7200,715,4,0.33,Debt Consolidation,1
400716,53,117451,51702,642,27,0.48,Education,0
400717,42,151307,5755,584,6,0.42,Education,1
400718,59,113104,23312,784,22,0.14,Home Improvement,0
400719,36,120088,29639,762,21,0.46,Auto,0
400720,24,179550,30299,589,3,0.52,Medical,0
400721,66,78522,53429,587,22,0.61,Business,0
400722,66,146945,22404,805,34,0.54,Auto,0
400723,35,161522,24763,759,18,0.13,Auto,0
400724,37,171474,28703,551,15,0.28,Home Improvement,0
400725,51,123975,5619,532,4,0.45,Auto,0
400726,59,102281,20434,614,8,0.63,Home Improvement,1
400727,51,48831,7927,759,32,0.08,Debt Consolidation,0
400728,55,149859,26442,520,18,0.61,Debt Consolidation,0
400729,42,43277,5140,533,27,0.38,Education,0
400730,42,35862,6895,791,33,0.45,Auto,0
400731,23,91558,31456,623,18,0.14,Home Improvement,0
400732,38,137871,34583,568,7,0.37,Home Improvement,0
400733,73,77202,31890,627,28,0.36,Auto,0
400734,46,79964,44386,672,5,0.26,Auto,0
400735,55,158749,53638,726,5,0.22,Debt Consolidation,0
400736,71,52347,43961,571,11,0.49,Medical,1
400737,44,138494,3079,558,9,0.55,Debt Consolidation,1
400738,46,89234,12543,847,0,0.32,Home Improvement,0
400739,56,154372,32248,546,10,0.42,Medical,0
400740,41,123364,59871,676,0,0.61,Auto,0
400741,68,150854,40786,734,31,0.62,Auto,0
400742,69,51929,6119,822,15,0.59,Auto,0
400743,27,29706,23610,596,34,0.62,Business,0
400744,25,113804,33385,708,2,0.3,Education,0
400745,51,56005,33946,679,32,0.5,Education,0
400746,35,28272,29930,775,19,0.37,Medical,0
400747,67,114792,29940,638,15,0.51,Education,0
400748,22,79643,21274,629,15,0.55,Education,0
400749,38,171227,45448,827,25,0.43,Debt Consolidation,0
400750,30,168077,9933,725,28,0.07,Auto,0
400751,72,108604,46404,610,24,0.52,Medical,0
400752,66,149164,18187,691,9,0.65,Debt Consolidation,0
400753,22,51223,22165,678,4,0.49,Medical,0
400754,30,128941,55158,577,6,0.06,Auto,0
400755,60,136727,24256,528,6,0.51,Medical,0
400756,32,116028,4754,708,14,0.39,Medical,0
400757,67,129189,58227,764,12,0.56,Education,0
400758,42,109133,52529,567,9,0.15,Medical,0
400759,61,30764,55751,620,13,0.55,Education,0
400760,41,62693,20915,684,10,0.62,Education,0
400761,69,177713,36871,840,4,0.33,Auto,0
400762,48,154199,23710,598,28,0.33,Business,0
400763,23,78819,16321,846,14,0.49,Medical,0
400764,57,39505,10608,617,7,0.24,Education,0
400765,62,177500,27120,572,9,0.55,Education,0
400766,48,124912,42964,810,12,0.56,Home Improvement,0
400767,25,28098,12244,833,8,0.43,Education,0
400768,25,61778,4162,694,16,0.36,Education,0
400769,29,36557,6098,530,34,0.55,Medical,1
400770,44,53541,25530,575,14,0.16,Auto,0
400771,57,120943,57070,695,1,0.12,Auto,0
400772,74,117694,48894,626,13,0.07,Auto,0
400773,51,153831,22635,717,6,0.05,Medical,0
400774,34,150793,46701,533,0,0.45,Debt Consolidation,0
400775,61,86687,40672,839,26,0.18,Education,0
400776,71,38198,28164,643,10,0.56,Medical,1
400777,47,50657,48902,589,18,0.29,Home Improvement,0
400778,41,154282,18060,731,23,0.42,Auto,0
400779,43,103800,10263,770,28,0.46,Medical,0
400780,58,44518,54895,764,6,0.39,Business,0
400781,24,136532,29190,794,22,0.12,Business,0
400782,24,124653,23582,827,12,0.28,Home Improvement,0
400783,67,113164,31725,576,33,0.09,Home Improvement,0
400784,25,83398,57015,658,2,0.16,Home Improvement,0
400785,33,46123,14223,667,0,0.28,Business,0
400786,65,134331,21748,759,2,0.49,Home Improvement,0
400787,52,98947,50487,784,12,0.36,Medical,0
400788,71,66897,48368,792,25,0.47,Business,0
400789,25,105389,38504,798,17,0.37,Debt Consolidation,0
400790,51,113306,27336,751,28,0.07,Medical,0
400791,66,142682,58306,657,33,0.35,Business,0
400792,35,66124,46290,669,12,0.13,Debt Consolidation,0
400793,38,27050,47073,606,6,0.56,Debt Consolidation,1
400794,60,47125,56570,552,2,0.42,Home Improvement,0
400795,69,80164,33669,596,26,0.43,Medical,1
400796,38,74103,6998,627,22,0.42,Business,0
400797,48,164990,12968,814,21,0.32,Education,0
400798,28,67114,10237,802,0,0.21,Education,0
400799,48,174868,52126,775,10,0.16,Education,0
400800,34,86261,22169,835,3,0.34,Medical,1
400801,25,168489,50335,818,10,0.38,Debt Consolidation,0
400802,38,83851,44905,691,16,0.32,Home Improvement,0
400803,27,88144,36708,653,17,0.44,Education,1
400804,38,118720,45579,799,25,0.4,Education,0
400805,39,155148,50828,696,3,0.25,Auto,0
400806,71,176463,10201,758,17,0.13,Business,0
400807,36,105606,32666,708,10,0.19,Home Improvement,0
400808,35,144761,9598,526,9,0.21,Business,0
400809,52,91232,42019,575,8,0.48,Debt Consolidation,1
400810,63,106718,9265,589,30,0.6,Education,0
400811,22,99285,12918,583,26,0.14,Education,0
400812,49,160802,21697,571,6,0.27,Education,0
400813,59,52624,16540,678,18,0.07,Debt Consolidation,0
400814,46,156942,30246,621,31,0.15,Auto,0
400815,41,133053,31581,595,16,0.25,Business,1
400816,53,145254,9273,762,33,0.2,Medical,0
400817,57,132820,47782,623,30,0.48,Education,0
400818,35,129864,46647,760,30,0.09,Medical,0
400819,49,173392,18899,768,18,0.49,Debt Consolidation,0
400820,39,47225,14513,714,3,0.4,Debt Consolidation,0
400821,51,146976,33727,634,29,0.36,Auto,0
400822,59,154341,50161,763,33,0.35,Auto,0
400823,69,61871,11595,761,10,0.38,Education,0
400824,59,174893,5026,813,20,0.56,Home Improvement,0
400825,44,39295,2409,526,21,0.34,Auto,0
400826,71,157742,8538,805,27,0.45,Home Improvement,0
400827,35,114060,30829,695,30,0.1,Medical,0
400828,50,164990,39777,825,32,0.38,Business,0
400829,45,80085,17773,695,19,0.37,Home Improvement,0
400830,67,42418,14817,713,1,0.64,Education,0
400831,37,120257,44169,732,2,0.21,Debt Consolidation,0
400832,49,129249,48657,545,28,0.06,Auto,1
400833,45,172456,37858,731,9,0.6,Education,0
400834,66,136933,47076,782,13,0.36,Business,0
400835,23,83171,35531,614,7,0.14,Debt Consolidation,0
400836,42,89028,28490,802,1,0.12,Debt Consolidation,0
400837,72,63185,38624,658,13,0.64,Business,0
400838,56,146179,50801,619,9,0.27,Business,0
400839,74,129590,6843,685,25,0.38,Medical,0
400840,25,66270,57279,775,26,0.24,Medical,0
400841,60,54086,58142,834,20,0.06,Medical,0
400842,27,152694,16459,783,29,0.51,Education,0
400843,47,84622,27126,832,13,0.4,Business,0
400844,35,57423,31348,570,4,0.42,Auto,1
400845,64,152284,48675,739,14,0.46,Home Improvement,0
400846,34,172883,49747,628,11,0.14,Auto,1
400847,32,72320,42208,648,10,0.28,Debt Consolidation,0
400848,35,63132,23272,840,12,0.33,Education,1
400849,67,165240,56023,739,11,0.51,Medical,0
400850,60,97767,2885,530,18,0.43,Home Improvement,0
400851,46,147444,57144,834,34,0.31,Debt Consolidation,0
400852,71,97488,51946,726,30,0.29,Auto,0
400853,64,159037,16135,613,27,0.51,Medical,1
400854,63,25490,6254,686,6,0.37,Business,0
400855,73,167045,35048,542,15,0.64,Business,0
400856,47,99469,45835,822,1,0.07,Home Improvement,0
400857,73,71563,14360,812,31,0.51,Education,0
400858,70,165969,12793,673,5,0.14,Debt Consolidation,0
400859,25,162717,21243,704,22,0.57,Education,0
400860,42,89707,28346,782,29,0.21,Debt Consolidation,0
400861,59,62712,29648,615,13,0.2,Business,0
400862,41,59267,24115,531,15,0.36,Debt Consolidation,0
400863,73,60600,41133,805,12,0.32,Business,0
400864,70,71420,51007,751,4,0.24,Auto,0
400865,60,141868,35904,723,9,0.24,Education,0
400866,65,66756,54021,564,29,0.21,Business,1
400867,67,25342,24769,532,14,0.3,Education,0
400868,43,119592,13631,749,31,0.44,Debt Consolidation,1
400869,44,91822,39101,702,5,0.32,Business,0
400870,25,41158,5853,608,19,0.32,Auto,0
400871,35,28069,34568,537,4,0.61,Business,1
400872,54,67489,31999,579,7,0.6,Education,1
400873,49,166097,22717,650,9,0.33,Home Improvement,0
400874,57,95671,30569,642,28,0.19,Home Improvement,0
400875,55,117686,56797,568,15,0.14,Education,1
400876,45,144113,42895,609,6,0.59,Auto,0
400877,73,76525,50313,563,17,0.33,Home Improvement,0
400878,24,80879,31607,801,30,0.51,Debt Consolidation,0
400879,46,62642,54003,771,28,0.4,Education,0
400880,58,99770,16338,788,1,0.18,Business,0
400881,67,133393,29833,604,19,0.22,Home Improvement,0
400882,24,175393,39843,564,6,0.6,Debt Consolidation,1
400883,74,125185,56649,728,25,0.32,Home Improvement,0
400884,56,45185,16405,689,13,0.38,Medical,0
400885,22,70703,12516,530,21,0.23,Home Improvement,0
400886,67,123957,14170,600,14,0.33,Medical,1
400887,36,32568,18986,727,19,0.54,Debt Consolidation,0
400888,34,106878,39853,556,25,0.55,Debt Consolidation,0
400889,60,33843,24966,632,20,0.41,Auto,0
400890,40,126078,6493,788,30,0.27,Business,0
400891,74,27029,16766,533,32,0.07,Auto,0
400892,74,79310,32277,849,4,0.29,Debt Consolidation,0
400893,39,81437,13563,579,29,0.08,Education,0
400894,73,171706,46968,839,32,0.22,Education,0
400895,40,91479,52272,593,22,0.28,Auto,0
400896,48,111198,17423,523,20,0.34,Medical,0
400897,65,50071,11075,693,30,0.56,Home Improvement,1
400898,25,30265,38095,826,29,0.08,Auto,0
400899,74,102510,15430,792,6,0.08,Medical,0
400900,70,62171,2843,625,19,0.57,Debt Consolidation,0
400901,68,76921,26753,797,0,0.5,Debt Consolidation,0
400902,66,77876,23941,761,15,0.07,Education,0
400903,57,166517,57907,530,23,0.55,Education,0
400904,35,37646,13114,845,33,0.38,Education,0
400905,39,79075,17935,844,19,0.15,Home Improvement,0
400906,56,59689,21146,684,18,0.47,Debt Consolidation,0
400907,46,93093,54451,832,7,0.47,Medical,1
400908,72,133466,40222,767,10,0.52,Medical,0
400909,59,170084,35056,695,31,0.32,Medical,0
400910,69,27850,22955,637,2,0.23,Home Improvement,0
400911,50,133739,38519,544,18,0.51,Home Improvement,0
400912,32,154730,6355,663,25,0.33,Debt Consolidation,0
400913,39,159550,46235,713,3,0.4,Auto,0
400914,67,136481,9119,585,24,0.48,Education,1
400915,29,150232,32859,773,32,0.26,Business,1
400916,56,61823,59645,849,13,0.12,Home Improvement,0
400917,74,31853,57240,697,6,0.31,Home Improvement,1
400918,25,63613,15971,646,25,0.47,Education,0
400919,49,173232,43589,824,15,0.31,Home Improvement,0
400920,52,158450,48292,798,11,0.29,Home Improvement,0
400921,23,139707,10260,790,30,0.43,Home Improvement,0
400922,45,71243,25539,692,23,0.06,Home Improvement,0
400923,54,158170,16474,819,7,0.45,Home Improvement,0
400924,51,111930,51403,557,11,0.08,Education,1
400925,67,76018,19604,645,13,0.65,Home Improvement,0
400926,41,74632,20127,596,18,0.05,Debt Consolidation,1
400927,64,110527,37041,757,9,0.38,Business,0
400928,67,68361,28749,635,15,0.58,Education,0
400929,69,171165,29967,716,10,0.52,Home Improvement,0
400930,65,108787,2149,777,32,0.45,Home Improvement,0
400931,30,145989,23518,683,7,0.09,Auto,0
400932,54,49202,54575,738,26,0.34,Medical,0
400933,49,127239,45488,546,29,0.49,Debt Consolidation,0
400934,41,167832,22066,844,11,0.46,Medical,0
400935,61,124228,11283,652,27,0.45,Medical,0
400936,33,63310,45983,526,12,0.45,Education,0
400937,52,107217,22937,596,8,0.54,Auto,1
400938,46,86664,35644,536,24,0.48,Auto,0
400939,38,158717,29562,560,24,0.17,Medical,0
400940,59,143905,42160,681,15,0.19,Home Improvement,0
400941,46,122559,14619,814,9,0.15,Debt Consolidation,0
400942,44,112535,47244,719,24,0.25,Home Improvement,0
400943,74,148912,38090,621,5,0.42,Medical,0
400944,51,54662,44318,706,30,0.47,Home Improvement,0
400945,67,105766,42862,631,0,0.19,Business,0
400946,36,41951,12338,715,13,0.32,Auto,0
400947,57,145286,17830,751,13,0.23,Debt Consolidation,0
400948,49,91697,51903,691,13,0.26,Business,0
400949,32,68794,18856,843,31,0.32,Home Improvement,0
400950,25,102713,4756,838,24,0.59,Debt Consolidation,1
